corpus_a_path,corpus_b_path,corpus_a_short,corpus_b_short,corpus_a_label,corpus_b_label,forward_pair_id,reverse_pair_id,corpus_a_sentence_count,corpus_b_sentence_count,matrix_score_count,f_max,r_max,max_min,max_delta_abs,f_p95,r_p95,p95_min,p95_delta_abs,f_corpus_a_to_b,r_corpus_a_to_b,corpus_a_to_b_min,corpus_a_to_b_delta_abs,f_corpus_b_to_a,r_corpus_b_to_a,corpus_b_to_a_min,corpus_b_to_a_delta_abs,local_spike_survival,broad_affinity_survival,corpus_a_to_b_survival,corpus_b_to_a_survival,direction_balance,overall_survival,overall_rank,signal_label,reading_reason
Laghusaṃvaratantra-(Cakrasaṃvaratantram)-sanskrit-IAST.txt,Kubjikamatatantra-sanskrit-IAST.txt,Laghusaṃvaratantra-(Cakrasaṃvaratantram)-sanskrit-IAST,Kubjikamatatantra-sanskrit-IAST,Corpus A | Laghusaṃvaratantra (Cakrasaṃvaratantram) sanskrit IAST,Corpus B | Kubjikamatatantra sanskrit IAST,A001__B001,A001__B001,781,3037,2371897,1.0,1.0,1.0,0.0,0.387275,0.384689,0.384689,0.002586,0.607538,0.628249,0.607538,0.020711,0.543092,0.530766,0.530766,0.012326,1.0,1.0,1.0,1.0,1.0,1.0,1,Robust all-around,"High broad, local, and directional survival; this is a strong first-pass close-reading candidate."
